client_id,coach_id,need_competency_alignment,true_competence_primary,sector_match,working_style_compat,personality_sim
K01244,C0007,1.0,0.5627,0.0,0.8856,0.9425
K01244,C0110,0.8333,0.7183,0.0,0.6826,0.9405
K01191,C0060,0.75,0.6895,1.0,0.7168,0.9772
K01191,C0109,0.75,0.418,0.0,0.7145,0.9223
K01191,C0087,0.75,0.5538,1.0,0.7553,0.886
K00904,C0055,0.875,0.5709,0.0,0.7267,0.9063
K00904,C0007,1.0,0.6102,0.0,0.5564,0.6369
K00904,C0108,0.875,0.3466,0.0,0.6646,0.8429
K01240,C0116,1.0,0.4339,0.0,0.6127,0.8055
K01240,C0087,0.5,0.292,0.0,0.7058,0.9895
K01240,C0053,0.625,0.6641,0.0,0.485,0.9502
K01251,C0054,1.0,0.4997,0.0,0.634,0.875
K01251,C0087,0.6667,0.2055,0.0,0.6798,0.8864
K01251,C0017,0.6667,0.1754,0.0,0.7963,0.9181
K01153,C0054,1.0,0.5377,0.0,0.5763,0.9404
K01153,C0101,1.0,0.5686,0.0,0.9713,0.9529
K01153,C0036,1.0,0.5764,0.0,0.7312,0.7891
K01356,C0110,0.8333,0.3276,0.0,0.8261,0.9197
K01356,C0087,0.3333,0.5538,0.0,0.7018,0.9568
K01356,C0007,1.0,0.1438,0.0,0.5358,0.9635
K00688,C0059,1.0,0.6274,0.0,0.6805,0.87
K00688,C0096,1.0,0.3502,0.0,0.7839,0.9475
K00688,C0056,1.0,0.567,0.0,0.6129,0.8289
K00836,C0108,1.0,0.3466,0.0,0.6031,0.9548
K00836,C0051,1.0,0.6798,0.0,0.85,0.9387
K00836,C0067,1.0,0.5524,0.0,0.6859,0.8969
K01416,C0064,0.75,0.4449,0.0,0.8656,0.921
K01416,C0021,0.75,0.4724,1.0,0.8333,0.9393
K01416,C0052,0.75,0.5104,0.0,0.8062,0.9189
K01084,C0078,1.0,0.6291,0.0,0.9198,0.9596
K01084,C0033,1.0,0.2507,0.0,0.654,0.9631
K01084,C0002,1.0,0.622,0.0,0.6935,0.9762
K01500,C0007,1.0,0.6328,0.0,0.6673,0.5992
K01500,C0059,1.0,0.6274,0.0,0.8261,0.9563
K01500,C0027,1.0,0.0971,0.0,0.7989,0.957
K00859,C0074,1.0,0.3019,0.0,0.7715,0.9949
K00859,C0094,1.0,0.3683,0.0,0.7118,0.7828
K00859,C0039,1.0,0.2504,0.0,0.7699,0.8807
K00972,C0101,1.0,0.5686,1.0,0.646,0.9513
K00972,C0006,1.0,0.6445,1.0,0.7078,0.9266
K00972,C0088,1.0,0.5919,0.0,0.5613,0.857
K00980,C0023,0.6667,0.2448,0.0,0.7676,0.9331
K00980,C0054,0.8333,0.5085,0.0,0.7887,0.936
K00980,C0086,0.6667,0.569,0.0,0.7775,0.832
K00943,C0087,0.8333,0.5538,0.0,0.637,0.9636
K00943,C0017,0.8333,0.3955,0.0,0.7886,0.9669
K00943,C0119,0.8333,0.4453,0.0,0.5728,0.9042
K01112,C0054,0.5,0.5085,0.0,0.7799,0.9332
K01112,C0047,0.5,0.5552,1.0,0.5467,0.8938
K01112,C0087,0.5,0.5538,1.0,0.7878,0.961
K01015,C0075,0.75,0.8681,0.0,0.7906,0.9406
K01015,C0023,0.75,0.2448,0.0,0.7038,0.9825
K01015,C0109,0.75,0.418,0.0,0.7182,0.8744
K00809,C0101,0.75,0.6266,0.0,0.7712,0.9054
K00809,C0107,0.75,0.4681,0.0,0.868,0.8923
K00809,C0006,0.75,0.6843,0.0,0.8552,0.9479
K00706,C0054,0.8333,0.5377,0.0,0.7602,0.9012
K00706,C0047,0.8333,0.5118,0.0,0.641,0.8973
K00706,C0075,0.3333,0.3126,0.0,0.94,0.9756
K01231,C0119,0.8333,0.4453,0.0,0.6241,0.793
K01231,C0025,0.8333,0.5468,0.0,0.7854,0.8457
K01231,C0114,0.8333,0.1733,0.0,0.7849,0.8376
K01325,C0060,1.0,0.5578,0.0,0.7203,0.8692
K01325,C0004,1.0,0.4518,0.0,0.7203,0.9759
K01325,C0030,1.0,0.6724,0.0,0.806,0.8825
K00668,C0016,0.75,0.6363,0.0,0.8051,0.9748
K00668,C0110,1.0,0.6991,0.0,0.5987,0.9374
K00668,C0043,0.75,0.5586,0.0,0.7788,0.9021
K01194,C0060,0.75,0.6895,0.0,0.8309,0.9507
K01194,C0075,0.75,0.8681,0.0,0.7682,0.8957
K01194,C0109,0.75,0.418,0.0,0.8533,0.8753
K01186,C0067,1.0,0.5637,0.0,0.727,0.8609
K01186,C0051,0.3333,0.18,0.0,0.6852,0.8448
K01186,C0119,0.3333,0.1805,0.0,0.6904,0.9415
K01145,C0060,1.0,0.6895,0.0,0.8371,0.6448
K01145,C0004,0.75,0.5342,0.0,0.9001,0.7231
K01145,C0068,0.75,0.676,0.0,0.701,0.6343
K00958,C0031,0.8333,0.3135,0.0,0.8677,0.9866
K00958,C0114,0.8333,0.2468,0.0,0.8571,0.9382
K00958,C0078,0.8333,0.6291,0.0,0.8838,0.975
K00705,C0087,0.8333,0.5538,0.0,0.6481,0.9894
K00705,C0119,0.8333,0.4453,0.0,0.6737,0.9097
K00705,C0066,0.8333,0.5472,0.0,0.8202,0.8349
K00956,C0027,1.0,0.3254,0.0,0.6599,0.8579
K00956,C0119,1.0,0.4456,0.0,0.5483,0.8305
K00956,C0055,1.0,0.5709,0.0,0.6812,0.8745
K01085,C0119,0.8333,0.4456,0.0,0.8467,0.9397
K01085,C0114,0.8333,0.3236,0.0,0.7403,0.8793
K01085,C0025,1.0,0.6046,0.0,0.4158,0.8272
K01089,C0060,0.8333,0.5578,0.0,0.557,0.8602
K01089,C0004,0.8333,0.4518,0.0,0.6864,0.9224
K01089,C0068,0.8333,0.6102,0.0,0.5191,0.7304
K01313,C0001,1.0,0.7166,0.0,0.802,0.8941
K01313,C0095,1.0,0.3696,0.0,0.708,0.9524
K01313,C0070,0.5,0.1282,1.0,0.8136,0.9311
K01137,C0002,1.0,0.622,0.0,0.6446,0.9452
K01137,C0078,1.0,0.6291,0.0,0.6534,0.9368
K01137,C0059,1.0,0.6274,0.0,0.745,0.8756
K00761,C0020,0.75,0.2874,1.0,0.8286,0.9407
K00761,C0036,0.75,0.5764,1.0,0.8266,0.8679
K00761,C0054,0.75,0.5377,0.0,0.7429,0.8125
K00911,C0060,0.8333,0.5958,1.0,0.8074,0.9137
K00911,C0053,0.8333,0.6641,0.0,0.7577,0.8888
K00911,C0111,1.0,0.652,0.0,0.7873,0.7277
K01160,C0054,0.8333,0.5377,0.0,0.77,0.9432
K01160,C0006,0.8333,0.6445,0.0,0.7173,0.9663
K01160,C0020,0.8333,0.2874,0.0,0.7748,0.8434
K01235,C0022,1.0,0.5947,0.0,0.7016,0.9581
K01235,C0052,1.0,0.5104,0.0,0.8809,0.9917
K01235,C0060,1.0,0.5958,0.0,0.8652,0.8229
K01249,C0031,1.0,0.3135,0.0,0.9379,0.6816
K01249,C0114,1.0,0.2468,0.0,0.7229,0.881
K01249,C0084,1.0,0.4192,0.0,0.7081,0.9282
K01269,C0007,1.0,0.6102,0.0,0.8573,0.7125
K01269,C0055,0.75,0.5709,1.0,0.7653,0.733
K01269,C0108,0.75,0.3466,1.0,0.4021,0.8653
K00800,C0060,0.75,0.6895,0.0,0.8632,0.8572
K00800,C0040,0.625,0.6862,0.0,0.6544,0.8407
K00800,C0058,0.625,0.8854,1.0,0.8949,0.82
K00848,C0075,0.6667,0.8681,0.0,0.8237,0.9912
K00848,C0086,0.6667,0.569,1.0,0.7922,0.9486
K00848,C0109,0.6667,0.418,0.0,0.8146,0.9403
K00910,C0060,1.0,0.6895,0.0,0.7293,0.8217
K00910,C0058,0.8333,0.8854,0.0,0.6445,0.8131
K00910,C0040,0.8333,0.6862,0.0,0.6136,0.5202
K01305,C0060,0.75,0.6895,0.0,0.9677,0.9746
K01305,C0109,0.75,0.418,0.0,0.927,0.8927
K01305,C0110,0.25,0.3276,0.0,0.683,0.8978
K00820,C0007,1.0,0.6102,0.0,0.7558,0.6593
K00820,C0114,1.0,0.3236,0.0,0.8802,0.8901
K00820,C0027,1.0,0.3254,0.0,0.7294,0.9795
K00852,C0054,0.6667,0.5085,0.0,0.8611,0.9156
K00852,C0047,0.6667,0.5552,0.0,0.5561,0.8727
K00852,C0109,0.6667,0.418,0.0,0.674,0.901
K00841,C0027,0.6667,0.3074,0.0,0.7836,0.7986
K00841,C0090,0.6667,0.4987,0.0,0.8189,0.926
K00841,C0009,0.6667,0.761,0.0,0.7442,0.9253
K00915,C0007,1.0,0.6328,0.0,0.7595,0.9537
K00915,C0002,1.0,0.622,0.0,0.7211,0.9056
K00915,C0078,1.0,0.6291,0.0,0.8211,0.8772
K01288,C0006,1.0,0.6445,0.0,0.6713,0.8966
K01288,C0054,1.0,0.5377,0.0,0.6567,0.8303
K01288,C0001,1.0,0.7166,0.0,0.6765,0.9213
K00854,C0052,1.0,0.4897,0.0,0.8277,0.9507
K00854,C0019,1.0,0.6336,1.0,0.6416,0.9445
K00854,C0022,1.0,0.5559,1.0,0.8372,0.9734
K01226,C0031,0.75,0.3135,0.0,0.7285,0.7919
K01226,C0114,0.75,0.2468,0.0,0.7226,0.8859
K01226,C0056,0.75,0.567,0.0,0.8043,0.9309
K01363,C0053,0.75,0.6641,0.0,0.7027,0.9329
K01363,C0027,0.75,0.3074,0.0,0.8523,0.8864
K01363,C0060,1.0,0.5958,0.0,0.6054,0.9357
K01323,C0056,1.0,0.567,0.0,0.4142,0.9799
K01323,C0059,1.0,0.6274,0.0,0.5338,0.9735
K01323,C0078,1.0,0.6291,0.0,0.5612,0.9252
K01016,C0088,1.0,0.5919,1.0,0.9038,0.914
K01016,C0020,1.0,0.2874,0.0,0.7894,0.9185
K01016,C0036,1.0,0.5764,0.0,0.8146,0.8935
K01281,C0094,1.0,0.3683,0.0,0.6792,0.816
K01281,C0074,1.0,0.3019,0.0,0.8164,0.8568
K01281,C0039,1.0,0.2504,0.0,0.793,0.9797
K01503,C0054,0.8333,0.5377,0.0,0.7673,0.9617
K01503,C0071,0.8333,0.2298,0.0,0.8545,0.955
K01503,C0024,1.0,0.7644,1.0,0.7101,0.9484
K00983,C0007,1.0,0.6102,0.0,0.5483,0.9298
K00983,C0038,1.0,0.1521,0.0,0.5514,0.8623
K00983,C0092,1.0,0.2595,0.0,0.6021,0.9873
K00779,C0054,0.75,0.5377,0.0,0.6742,0.9438
K00779,C0047,0.75,0.5118,0.0,0.7983,0.8963
K00779,C0086,0.5,0.1798,0.0,0.8519,0.937
K00764,C0078,1.0,0.6291,1.0,0.663,0.9474
K00764,C0007,1.0,0.6328,0.0,0.7038,0.9481
K00764,C0033,1.0,0.2507,0.0,0.7529,0.9557
K01364,C0043,0.75,0.5586,0.0,0.6322,0.9865
K01364,C0091,0.75,0.7874,0.0,0.6181,0.9583
K01364,C0087,0.75,0.6218,0.0,0.6783,0.9273
K00898,C0028,0.75,0.735,0.0,0.8249,0.9283
K00898,C0070,0.75,0.4244,0.0,0.7044,0.8586
K00898,C0110,0.75,0.7183,0.0,0.8136,0.8013
K00730,C0054,0.8333,0.5377,0.0,0.774,0.918
K00730,C0012,0.8333,0.6014,0.0,0.7925,0.9412
K00730,C0101,0.8333,0.5686,0.0,0.7894,0.8697
K00997,C0116,1.0,0.3323,0.0,0.7922,0.9849
K00997,C0080,0.75,0.6273,0.0,0.7954,0.8972
K00997,C0043,0.75,0.5586,0.0,0.753,0.9696
K01042,C0019,1.0,0.2438,0.0,0.5569,0.9198
K01042,C0031,0.8333,0.2498,0.0,0.7378,0.9545
K01042,C0005,0.8333,0.5118,0.0,0.751,0.9033
K01495,C0022,1.0,0.5559,0.0,0.8841,0.8966
K01495,C0019,0.25,0.6336,0.0,0.5485,0.9583
K01495,C0052,1.0,0.4897,0.0,0.7548,0.8817
K01064,C0079,0.5,0.7034,0.0,0.73,0.9018
K01064,C0112,0.5,0.34,0.0,0.8841,0.8522
K01064,C0111,0.75,0.6158,0.0,0.7747,0.7928
K01468,C0063,0.875,0.5504,0.0,0.8979,0.878
K01468,C0101,0.875,0.719,0.0,0.7322,0.9803
K01468,C0073,0.875,0.4327,0.0,0.784,0.8682
K00923,C0005,0.25,0.5118,0.0,0.8114,0.9383
K00923,C0075,0.25,0.8681,0.0,0.7483,0.8916
K00923,C0070,0.75,0.1475,0.0,0.6705,0.9469
K00903,C0027,1.0,0.3074,1.0,0.6666,0.8722
K00903,C0009,1.0,0.761,0.0,0.7453,0.8352
K00903,C0090,1.0,0.4987,0.0,0.8288,0.8851
K01090,C0054,0.6667,0.5085,0.0,0.6764,0.8185
K01090,C0047,0.6667,0.5552,0.0,0.676,0.8517
K01090,C0109,0.1667,0.418,0.0,0.7371,0.8357
K00855,C0067,1.0,0.5637,0.0,0.7063,0.906
K00855,C0029,0.5,0.2661,0.0,0.7706,0.9393
K00855,C0027,0.5,0.1034,0.0,0.8772,0.9625
K00891,C0004,1.0,0.5342,1.0,0.8414,0.932
K00891,C0060,1.0,0.6895,1.0,0.8959,0.8167
K00891,C0068,1.0,0.676,0.0,0.6544,0.8299
K00816,C0001,1.0,0.7166,0.0,0.5754,0.9317
K00816,C0006,0.8333,0.6445,0.0,0.7002,0.9299
K00816,C0088,0.8333,0.5919,0.0,0.5711,0.9085
K00660,C0073,0.8333,0.4327,0.0,0.9197,0.965
K00660,C0107,0.8333,0.513,0.0,0.8681,0.9038
K00660,C0063,0.8333,0.5504,0.0,0.9146,0.7756
K00687,C0024,1.0,0.7644,0.0,0.7931,0.9352
K00687,C0054,0.75,0.5377,0.0,0.8541,0.9262
K00687,C0097,0.75,0.6437,0.0,0.5767,0.9206
K00942,C0093,1.0,0.6502,0.0,0.7054,0.9642
K00942,C0027,1.0,0.3074,0.0,0.8185,0.9688
K00942,C0011,1.0,0.5341,0.0,0.7508,0.9352
K01174,C0056,1.0,0.567,0.0,0.7359,0.964
K01174,C0059,1.0,0.6274,0.0,0.8931,0.9816
K01174,C0096,1.0,0.3502,0.0,0.8963,0.9005
K00693,C0031,1.0,0.3135,0.0,0.7333,0.8432
K00693,C0002,1.0,0.622,0.0,0.6228,0.9638
K00693,C0081,1.0,0.6119,0.0,0.8604,0.9212
K01491,C0043,0.1667,0.5586,0.0,0.9187,0.9956
K01491,C0087,0.1667,0.6218,0.0,0.701,0.9512
K01491,C0034,0.1667,0.8531,0.0,0.8032,0.9847
K01065,C0074,1.0,0.3019,0.0,0.8885,0.9737
K01065,C0094,1.0,0.3683,0.0,0.8533,0.887
K01065,C0039,1.0,0.2504,0.0,0.6316,0.8437
K01464,C0001,1.0,0.6869,0.0,0.8612,0.8482
K01464,C0032,1.0,0.7354,0.0,0.8637,0.9121
K01464,C0054,1.0,0.2068,0.0,0.7058,0.9552
K01149,C0007,1.0,0.5627,0.0,0.8801,0.9478
K01149,C0048,1.0,0.4966,0.0,0.8338,0.9665
K01149,C0110,1.0,0.7183,0.0,0.7073,0.9317
K00708,C0001,0.8333,0.7166,0.0,0.722,0.8413
K00708,C0028,0.5,0.38,0.0,0.808,0.9296
K00708,C0110,0.5,0.2489,0.0,0.7731,0.9078
K01029,C0004,0.75,0.4518,0.0,0.8937,0.899
K01029,C0060,0.75,0.5578,0.0,0.7059,0.7911
K01029,C0068,0.75,0.6102,0.0,0.6602,0.8997
K01350,C0004,0.8333,0.4518,0.0,0.9202,0.7378
K01350,C0068,0.8333,0.6102,0.0,0.6904,0.8184
K01350,C0060,0.8333,0.5578,0.0,0.7407,0.677
K01421,C0031,1.0,0.2498,0.0,0.8515,0.8934
K01421,C0084,1.0,0.3213,0.0,0.6718,0.895
K01421,C0114,1.0,0.1733,0.0,0.9075,0.815
K01483,C0119,1.0,0.4456,0.0,0.8207,0.9779
K01483,C0042,1.0,0.2224,0.0,0.8523,0.8737
K01483,C0110,0.5,0.3069,0.0,0.649,0.9676
K00874,C0108,0.6667,0.3466,0.0,0.603,0.8843
K00874,C0117,0.3333,0.4618,0.0,0.8797,0.948
K00874,C0027,0.8333,0.3254,1.0,0.7056,0.9558
K00654,C0049,1.0,0.642,0.0,0.6715,0.9791
K00654,C0078,0.0,0.2838,0.0,0.7723,0.9468
K00654,C0007,1.0,0.2054,0.0,0.8131,0.9274
K01378,C0098,0.75,0.7077,0.0,0.652,0.9283
K01378,C0119,0.75,0.4453,0.0,0.5451,0.8894
K01378,C0025,1.0,0.5468,0.0,0.8166,0.9447
K00759,C0006,1.0,0.6843,1.0,0.6866,0.9809
K00759,C0088,1.0,0.5845,1.0,0.7686,0.8799
K00759,C0071,1.0,0.4341,1.0,0.8799,0.9283
K01271,C0027,0.75,0.3254,0.0,0.8921,0.9216
K01271,C0009,0.75,0.6638,0.0,0.7573,0.677
K01271,C0090,0.75,0.556,0.0,0.7076,0.7722
K01196,C0022,1.0,0.5559,1.0,0.9074,0.8066
K01196,C0072,1.0,0.4356,0.0,0.7669,0.8188
K01196,C0098,1.0,0.6656,0.0,0.6759,0.9715
K00769,C0045,1.0,0.7126,0.0,0.8773,0.9597
K00769,C0078,1.0,0.6291,0.0,0.7393,0.8811
K00769,C0074,1.0,0.3355,0.0,0.8695,0.962
K00927,C0009,0.75,0.6638,0.0,0.6202,0.9438
K00927,C0027,0.75,0.3254,0.0,0.747,0.753
K00927,C0090,0.75,0.556,0.0,0.7251,0.9267
K00822,C0091,1.0,0.7874,0.0,0.7485,0.9825
K00822,C0043,1.0,0.5586,0.0,0.7936,0.935
K00822,C0034,1.0,0.8531,0.0,0.8767,0.9097
K00987,C0040,0.5,0.6094,0.0,0.6251,0.7808
K00987,C0060,0.5,0.5958,0.0,0.7658,0.8675
K00987,C0084,0.5,0.3056,0.0,0.6639,0.9585
K00798,C0072,1.0,0.4228,0.0,0.7704,0.9526
K00798,C0110,0.5,0.6991,0.0,0.809,0.99
K00798,C0087,0.5,0.6218,0.0,0.8334,0.9933
K01238,C0022,1.0,0.6116,0.0,0.8573,0.6542
K01238,C0093,0.25,0.2386,0.0,0.8674,0.939
K01238,C0054,1.0,0.4997,0.0,0.7175,0.8423
K01318,C0098,1.0,0.6656,0.0,0.7585,0.8273
K01318,C0067,1.0,0.5637,0.0,0.7473,0.9337
K01318,C0042,0.5,0.0415,0.0,0.6586,0.9569
K00818,C0027,0.875,0.3254,0.0,0.8248,0.9356
K00818,C0009,0.875,0.6638,0.0,0.7831,0.5079
K00818,C0090,0.875,0.556,0.0,0.7872,0.6542
K00906,C0054,0.75,0.5085,0.0,0.8051,0.8921
K00906,C0047,0.75,0.5552,0.0,0.6673,0.8633
K00906,C0087,0.25,0.5538,0.0,0.759,0.9223
K00968,C0054,1.0,0.4997,0.0,0.7048,0.9147
K00968,C0041,1.0,0.8371,0.0,0.8441,0.8968
K00968,C0022,1.0,0.6116,0.0,0.8807,0.7638
K01156,C0101,0.8333,0.6266,0.0,0.8473,0.9342
K01156,C0006,0.8333,0.6843,0.0,0.7948,0.8746
K01156,C0088,0.8333,0.5845,0.0,0.8072,0.833
K01185,C0050,1.0,0.195,1.0,0.8069,0.907
K01185,C0052,0.75,0.5104,0.0,0.8396,0.9018
K01185,C0060,0.75,0.5958,0.0,0.8079,0.9227
K01013,C0080,1.0,0.6273,0.0,0.7833,0.991
K01013,C0091,1.0,0.7874,0.0,0.8466,0.963
K01013,C0013,1.0,0.7336,0.0,0.7872,0.927
K01335,C0081,1.0,0.6106,0.0,0.8646,0.9596
K01335,C0013,1.0,0.7336,0.0,0.8915,0.8235
K01335,C0031,1.0,0.1852,0.0,0.9424,0.7765
K01499,C0007,1.0,0.5627,0.0,0.5934,0.725
K01499,C0103,1.0,0.8055,0.0,0.4778,0.8501
K01499,C0077,0.5,0.2468,0.0,0.3993,0.9594
K00692,C0113,0.6667,0.646,0.0,0.6875,0.9012
K00692,C0021,0.6667,0.4724,1.0,0.6777,0.9379
K00692,C0093,0.6667,0.6502,0.0,0.7661,0.8754
K01124,C0050,1.0,0.241,0.0,0.6811,0.8142
K01124,C0030,0.6667,0.6724,0.0,0.7664,0.9915
K01124,C0098,0.6667,0.6656,0.0,0.7339,0.9053
K01343,C0029,1.0,0.5823,0.0,0.5282,0.9955
K01343,C0117,1.0,0.4618,0.0,0.5707,0.9817
K01343,C0027,1.0,0.3254,1.0,0.6108,0.9065
K00666,C0087,0.6667,0.6218,0.0,0.5489,0.8598
K00666,C0099,0.6667,0.4657,0.0,0.691,0.8593
K00666,C0119,0.6667,0.4171,0.0,0.8135,0.8792
K00929,C0101,0.8333,0.6266,0.0,0.7415,0.899
K00929,C0071,0.8333,0.4341,0.0,0.7841,0.9449
K00929,C0006,0.8333,0.6843,0.0,0.8039,0.9385
K01505,C0041,1.0,0.8371,0.0,0.9065,0.9341
K01505,C0054,1.0,0.4997,0.0,0.7228,0.9583
K01505,C0049,1.0,0.642,0.0,0.706,0.8742
K00726,C0031,0.5,0.2498,0.0,0.642,0.9723
K00726,C0066,0.5,0.5472,0.0,0.4922,0.8651
K00726,C0087,0.5,0.5538,0.0,0.8143,0.8681
K00844,C0109,0.6667,0.418,0.0,0.6264,0.973
K00844,C0054,0.8333,0.5085,0.0,0.6016,0.98
K00844,C0098,0.6667,0.7077,0.0,0.8978,0.9567
K01091,C0077,1.0,0.5528,0.0,0.7052,0.9403
K01091,C0083,1.0,0.3713,1.0,0.7241,0.9618
K01091,C0016,1.0,0.6363,1.0,0.797,0.9796
K00895,C0031,0.625,0.2498,0.0,0.6226,0.9209
K00895,C0054,0.625,0.5085,0.0,0.8401,0.909
K00895,C0098,0.875,0.7077,0.0,0.7051,0.8804
K01127,C0001,1.0,0.6869,0.0,0.7817,0.8705
K01127,C0010,0.5,0.4837,0.0,0.7828,0.8978
K01127,C0110,0.5,0.7183,0.0,0.9339,0.9457
K00885,C0101,1.0,0.719,0.0,0.6925,0.959
K00885,C0006,1.0,0.6363,0.0,0.8134,0.949
K00885,C0012,1.0,0.6397,0.0,0.7561,0.6634
K00890,C0029,0.3333,0.1856,0.0,0.568,0.9252
K00890,C0098,1.0,0.2543,0.0,0.6501,0.875
K00890,C0027,1.0,0.1351,1.0,0.6506,0.8405
K01261,C0024,0.6667,0.4237,0.0,0.8353,0.9757
K01261,C0008,0.3333,0.5669,0.0,0.7835,0.8636
K01261,C0039,0.8333,0.2504,0.0,0.875,0.954
K01019,C0042,1.0,0.1769,0.0,0.7153,0.8315
K01019,C0119,1.0,0.4171,0.0,0.5111,0.8556
K01019,C0027,1.0,0.0861,0.0,0.6003,0.9187
K01059,C0039,1.0,0.2408,0.0,0.6202,0.8853
K01059,C0094,1.0,0.2578,0.0,0.7291,0.7763
K01059,C0074,1.0,0.3355,0.0,0.8228,0.7472
K01470,C0063,0.75,0.5504,1.0,0.745,0.9542
K01470,C0082,0.75,0.5546,0.0,0.7482,0.9424
K01470,C0107,0.75,0.513,0.0,0.8083,0.7678
K00913,C0116,1.0,0.3323,0.0,0.6708,0.8211
K00913,C0053,0.5,0.3802,0.0,0.6472,0.9701
K00913,C0031,0.5,0.1852,0.0,0.6073,0.9234
K01229,C0007,0.8333,0.5627,0.0,0.7697,0.9379
K01229,C0092,0.1667,0.48,0.0,0.7712,0.9565
K01229,C0054,0.8333,0.2068,0.0,0.7297,0.9208
K01419,C0082,0.75,0.5063,0.0,0.846,0.946
K01419,C0006,0.75,0.6843,0.0,0.8147,0.927
K01419,C0073,0.75,0.4377,1.0,0.8792,0.8741
K01204,C0107,0.875,0.4681,0.0,0.6846,0.9162
K01204,C0006,0.875,0.6843,0.0,0.5907,0.8423
K01204,C0073,0.875,0.4377,0.0,0.7736,0.7767
K00899,C0040,0.75,0.6862,0.0,0.8308,0.7555
K00899,C0058,0.75,0.8854,0.0,0.8222,0.9531
K00899,C0060,1.0,0.6895,1.0,0.6714,0.9667
K01466,C0074,1.0,0.3019,0.0,0.6501,0.9085
K01466,C0039,1.0,0.2504,0.0,0.9367,0.9472
K01466,C0094,1.0,0.3683,0.0,0.4399,0.7228
K00977,C0074,1.0,0.3019,0.0,0.7302,0.885
K00977,C0039,1.0,0.2504,0.0,0.6519,0.9819
K00977,C0094,1.0,0.3683,0.0,0.7797,0.8786
K01349,C0007,1.0,0.6102,0.0,0.5558,0.8443
K01349,C0114,1.0,0.3236,0.0,0.6986,0.9342
K01349,C0029,0.75,0.5823,0.0,0.8807,0.9747
K00881,C0051,1.0,0.6798,0.0,0.851,0.9348
K00881,C0042,1.0,0.2224,0.0,0.7833,0.9338
K00881,C0029,1.0,0.5823,0.0,0.7441,0.9007
K01287,C0040,0.75,0.6862,0.0,0.7911,0.6585
K01287,C0084,0.75,0.3213,0.0,0.8357,0.9376
K01287,C0060,1.0,0.6895,0.0,0.7208,0.8208
K00941,C0074,1.0,0.3019,0.0,0.8238,0.9385
K00941,C0094,1.0,0.3683,0.0,0.7665,0.8905
K00941,C0039,1.0,0.2504,0.0,0.5371,0.9617
K00694,C0027,0.8333,0.3074,0.0,0.8181,0.9518
K00694,C0009,0.8333,0.761,0.0,0.8554,0.6297
K00694,C0090,0.8333,0.4987,0.0,0.8723,0.7579
K00679,C0084,0.8333,0.4192,0.0,0.6858,0.9563
K00679,C0114,0.8333,0.2468,0.0,0.6843,0.9825
K00679,C0031,0.8333,0.3135,0.0,0.8313,0.845
K01166,C0081,1.0,0.6119,0.0,0.7963,0.9722
K01166,C0056,1.0,0.567,0.0,0.6272,0.915
K01166,C0085,1.0,0.7735,1.0,0.8243,0.8918
K01182,C0009,0.8333,0.761,0.0,0.6348,0.9332
K01182,C0027,0.8333,0.3074,0.0,0.7508,0.9086
K01182,C0090,0.8333,0.4987,0.0,0.7026,0.9796
K00840,C0054,1.0,0.1795,0.0,0.9275,0.9636
K00840,C0029,1.0,0.5823,0.0,0.5311,0.9663
K00840,C0098,1.0,0.751,0.0,0.5885,0.905
K00825,C0050,1.0,0.2738,0.0,0.824,0.9127
K00825,C0098,0.5,0.2723,0.0,0.7857,0.9417
K00825,C0106,0.5,0.3026,1.0,0.8032,0.832
K00756,C0087,0.5,0.5538,0.0,0.7165,0.927
K00756,C0054,0.5,0.5085,0.0,0.6539,0.941
K00756,C0109,0.5,0.418,0.0,0.7563,0.9605
K01385,C0007,1.0,0.6102,0.0,0.8016,0.8371
K01385,C0055,1.0,0.5709,0.0,0.8149,0.9151
K01385,C0092,1.0,0.2595,0.0,0.8864,0.8222
K00831,C0007,1.0,0.6328,0.0,0.6623,0.9393
K00831,C0078,0.5,0.6291,0.0,0.7787,0.8728
K00831,C0081,0.5,0.6119,0.0,0.7852,0.9705
K01198,C0027,1.0,0.3254,0.0,0.7432,0.9464
K01198,C0009,1.0,0.6638,0.0,0.7785,0.9016
K01198,C0029,1.0,0.5823,0.0,0.6606,0.8972
K01294,C0098,1.0,0.751,0.0,0.7138,0.9627
K01294,C0027,1.0,0.3254,0.0,0.7505,0.9487
K01294,C0007,0.6667,0.6102,0.0,0.6243,0.8341
K01346,C0054,1.0,0.2,0.0,0.7911,0.8592
K01346,C0049,0.5,0.2053,0.0,0.6035,0.9063
K01346,C0072,0.5,0.1709,0.0,0.592,0.8476
K00853,C0024,1.0,0.7644,0.0,0.8953,0.9439
K00853,C0054,0.875,0.5377,0.0,0.78,0.9551
K00853,C0097,0.875,0.6437,0.0,0.679,0.8763
K00916,C0024,0.5,0.4237,0.0,0.7314,0.9233
K00916,C0097,0.5,0.3383,0.0,0.8481,0.8493
K00916,C0006,0.75,0.3534,0.0,0.856,0.8932
K00737,C0007,0.5,0.1626,0.0,0.712,0.9796
K00737,C0112,0.5,0.0863,0.0,0.8507,0.9718
K00737,C0056,0.5,0.2659,0.0,0.7954,0.8934
K01278,C0054,0.75,0.5085,0.0,0.6751,0.8096
K01278,C0047,0.75,0.5552,0.0,0.5802,0.8218
K01278,C0012,0.75,0.1089,0.0,0.8324,0.9269
