trajectory_id,client_id,coach_id,true_fit,alliance,motivation,need_competency_alignment,true_competence_primary,personality_sim,satisfaction_true_1_10,goal_true_1_10,dropout
T00595,K00984,C0040,0.6851,0.3652,0.4903,0.75,0.6094,0.8578,5,5,False
T00596,K00684,C0099,0.9082,0.6656,0.5625,1.0,0.4657,0.8564,8,8,False
T00597,K00713,C0063,0.4828,0.5197,0.6964,1.0,0.5314,0.8673,6,9,False
T00598,K01118,C0116,0.6856,0.524,0.7685,1.0,0.4339,0.7056,6,9,False
T00599,K01032,C0114,0.6476,0.6309,0.7062,1.0,0.2468,0.9801,5,8,False
T00600,K01405,C0058,0.906,0.4657,0.3177,0.75,0.8854,0.9822,5,7,False
T00601,K00662,C0006,0.1092,0.1294,0.1376,0.1667,0.3534,0.9588,2,1,False
T00602,K01159,C0008,0.4567,0.4663,0.9149,0.625,0.5669,0.9124,6,7,False
T00603,K00935,C0083,0.3254,0.5094,0.8189,0.1667,0.1575,0.9492,4,4,True
T00604,K01392,C0072,0.6481,0.5349,0.3678,1.0,0.4356,0.931,5,9,False
T00605,K01018,C0113,0.7131,0.6423,0.6178,1.0,0.646,0.9635,5,8,False
T00606,K01023,C0045,0.6983,0.474,0.6387,1.0,0.7126,0.9577,5,8,False
T00607,K01371,C0019,0.411,0.5471,0.6852,0.5,0.6336,0.9294,6,5,False
T00608,K00733,C0094,0.7736,0.336,0.3814,1.0,0.2578,0.8685,4,8,False
T00609,K00908,C0110,0.8161,0.5013,0.2644,1.0,0.6991,0.9725,4,7,False
T00610,K01353,C0009,0.3899,0.3018,0.6255,0.8333,0.6638,0.7458,4,9,False
T00611,K00659,C0119,0.8132,0.4249,0.2463,1.0,0.4456,0.8257,6,7,False
T00612,K01270,C0024,0.8308,0.4398,0.2891,1.0,0.7644,0.9554,7,6,False
T00613,K01426,C0043,0.5188,0.6181,0.8868,0.8333,0.2631,0.8801,7,7,True
T00614,K00864,C0073,0.6392,0.658,0.7178,1.0,0.4327,0.9403,6,8,True
T00615,K00743,C0114,0.5293,0.367,0.7004,0.75,0.2468,0.842,3,8,True
T00616,K00875,C0013,0.8243,0.8762,0.8404,1.0,0.7336,0.5867,8,9,False
T00617,K01038,C0085,0.3522,0.3845,0.3225,0.75,0.7735,0.8819,4,7,False
T00618,K00978,C0039,0.8898,0.6151,0.8001,1.0,0.2504,0.9517,7,9,True
T00619,K01266,C0119,0.7322,0.7154,0.7031,1.0,0.4456,0.9074,8,9,False
T00620,K01005,C0025,0.386,0.315,0.4676,0.5,0.5468,0.9033,2,6,False
T00621,K01168,C0071,0.6904,0.581,0.503,0.75,0.2298,0.9172,6,6,True
T00622,K00707,C0031,0.4934,0.4261,0.8273,0.625,0.3135,0.8824,5,6,False
T00623,K01048,C0094,0.5709,0.527,0.9089,1.0,0.3683,0.6992,5,10,False
T00624,K01208,C0113,0.3991,0.3297,0.6826,0.8333,0.646,0.9423,4,7,False
T00625,K00681,C0111,0.0375,0.3108,0.9001,0.25,0.1769,0.8521,2,5,False
T00626,K01105,C0017,0.676,0.5825,0.6099,1.0,0.3955,0.9546,5,8,False
T00627,K01504,C0103,0.7565,0.4659,0.445,1.0,0.8055,0.8291,4,8,False
T00628,K01155,C0002,0.7694,0.7515,0.8683,1.0,0.622,0.8569,8,7,False
T00629,K00709,C0006,0.806,0.5998,0.8576,1.0,0.6843,0.9258,6,9,False
T00630,K01462,C0025,0.5317,0.4109,0.9321,0.75,0.3868,0.7359,6,7,False
T00631,K00843,C0107,0.8304,0.6603,0.5854,0.75,0.513,0.885,7,7,False
T00632,K01309,C0072,0.9825,0.7342,0.4395,1.0,0.4356,0.8717,8,8,True
T00633,K00766,C0016,0.4837,0.5554,0.2872,1.0,0.6363,0.9014,5,6,False
T00634,K00880,C0050,0.4177,0.3765,0.9288,1.0,0.2738,0.9566,4,10,False
T00635,K01463,C0080,0.1229,0.3358,0.6514,0.25,0.2946,0.9304,3,4,False
T00636,K01151,C0042,0.813,0.7256,0.8188,1.0,0.2224,0.9647,8,7,False
T00637,K01106,C0006,1.0,0.4644,0.2672,1.0,0.6363,0.8567,5,7,False
T00638,K01126,C0116,0.5095,0.4961,0.5593,1.0,0.3323,0.9663,6,9,False
T00639,K00661,C0045,0.613,0.4345,0.6319,0.8333,0.7126,0.9961,5,8,True
T00640,K01451,C0039,0.7694,0.3704,0.3841,1.0,0.2504,0.7643,4,8,True
T00641,K00823,C0060,0.5606,0.4072,0.4762,0.8333,0.6895,0.8778,4,8,False
T00642,K00740,C0097,0.3321,0.4339,0.7776,0.625,0.6437,0.9362,5,8,True
T00643,K01502,C0096,0.3695,0.0831,0.5791,0.3333,0.3502,0.9576,3,5,False
T00644,K00860,C0058,0.4221,0.4694,0.6796,0.75,0.8854,0.9373,4,6,False
T00645,K01228,C0050,0.4872,0.4396,0.6156,1.0,0.241,0.839,4,8,True
T00646,K01415,C0067,0.6267,0.6237,0.8609,1.0,0.5637,0.7849,5,8,False
T00647,K00783,C0117,0.8052,0.8497,0.8068,1.0,0.4618,0.9169,7,8,False
T00648,K01169,C0088,0.5433,0.1545,0.1615,0.8333,0.5919,0.9755,4,5,False
T00649,K01172,C0107,0.874,0.704,0.8143,0.8333,0.4681,0.972,8,9,False
T00650,K01471,C0050,0.8246,0.5789,0.4486,1.0,0.195,0.8967,6,8,True
T00651,K01216,C0084,0.7506,0.7455,0.8321,1.0,0.3056,0.9465,6,8,False
T00652,K00803,C0012,0.5191,0.4049,0.4266,1.0,0.6014,0.9073,3,7,False
T00653,K00797,C0065,0.7385,0.4772,0.615,1.0,0.3575,0.9412,6,8,False
T00654,K00964,C0089,0.9859,0.5731,0.3692,1.0,0.9804,0.8794,6,8,False
T00655,K00804,C0077,0.6058,0.456,0.6359,0.6667,0.5528,0.978,5,5,True
T00656,K00734,C0084,0.7506,0.6019,0.4947,1.0,0.3213,0.9075,6,8,False
T00657,K01477,C0108,0.6207,0.4909,0.6248,1.0,0.3852,0.9615,5,9,False
T00658,K00870,C0066,0.7171,0.6506,0.658,1.0,0.4566,0.8917,6,8,False
T00659,K01192,C0088,0.824,0.5847,0.3326,0.875,0.5919,0.9456,6,6,False
T00660,K01111,C0096,0.3797,0.6091,0.5226,0.3333,0.3502,0.9898,5,4,False
T00661,K01387,C0094,0.4542,0.3171,0.3399,1.0,0.2578,0.7502,4,7,False
T00662,K00664,C0006,0.9334,0.6669,0.8816,1.0,0.6363,0.802,7,9,False
T00663,K01255,C0103,0.33,0.159,0.4481,0.75,0.2966,0.9723,4,7,False
T00664,K01199,C0111,0.5475,0.5804,0.5849,1.0,0.6158,0.8062,5,8,False
T00665,K01301,C0060,0.6025,0.4274,0.5927,1.0,0.5578,0.6633,5,7,False
T00666,K00710,C0053,0.5325,0.4377,0.4934,1.0,0.6641,0.9592,3,9,False
T00667,K00973,C0080,0.565,0.4561,0.3273,1.0,0.6273,0.9745,5,7,False
T00668,K01116,C0090,0.5239,0.2261,0.7763,0.75,0.4987,0.8981,5,7,False
T00669,K01021,C0095,0.7046,0.6467,0.6053,0.875,0.743,0.9781,6,7,False
T00670,K01058,C0082,0.677,0.692,0.6933,1.0,0.5546,0.9327,6,9,False
T00671,K01086,C0068,0.6742,0.4445,0.5502,0.75,0.6102,0.9411,5,6,False
T00672,K01445,C0070,0.8469,0.7727,0.5104,0.8333,0.4244,0.8828,7,6,False
T00673,K01484,C0051,0.6795,0.3855,0.7921,1.0,0.2485,0.9332,5,8,False
T00674,K01413,C0103,0.586,0.503,0.6386,1.0,0.7432,0.9138,5,9,False
T00675,K01321,C0033,0.3977,0.2938,0.8071,0.6667,0.2507,0.906,4,8,False
T00676,K00663,C0048,0.6479,0.4083,0.4861,1.0,0.5787,0.9855,5,7,True
T00677,K01434,C0068,0.754,0.5421,0.3627,1.0,0.6102,0.9398,5,7,True
T00678,K00665,C0071,0.3495,0.4817,0.7973,0.6667,0.4341,0.9202,5,6,False
T00679,K01478,C0043,0.554,0.5242,0.7251,1.0,0.5586,0.9703,6,9,False
T00680,K01072,C0119,0.6756,0.4517,0.525,1.0,0.4171,0.9601,4,8,False
T00681,K00867,C0111,0.5145,0.5053,0.9279,1.0,0.652,0.7022,6,10,False
T00682,K01401,C0006,0.97,0.4688,0.2298,0.875,0.6363,0.9438,4,6,True
T00683,K01409,C0059,0.7304,0.4198,0.1947,1.0,0.6274,0.9268,4,7,True
T00684,K01407,C0025,0.488,0.485,0.7242,0.75,0.5468,0.8621,5,8,False
T00685,K01073,C0019,0.8806,0.6247,0.6317,1.0,0.6336,0.9617,8,7,False
T00686,K00669,C0042,0.7111,0.5559,0.6093,1.0,0.1769,0.9362,6,8,True
T00687,K01342,C0050,0.6649,0.5274,0.6848,1.0,0.241,0.8551,6,7,False
T00688,K00802,C0007,0.7608,0.4923,0.2673,1.0,0.2054,0.9258,5,7,False
T00689,K01341,C0093,0.1605,0.1011,0.5831,0.1667,0.6502,0.9628,4,3,True
T00690,K00914,C0103,0.8322,0.4973,0.7847,1.0,0.7432,0.8054,6,8,False
T00691,K01429,C0052,0.7545,0.5301,0.6336,0.8333,0.4897,0.904,6,7,True
T00692,K00672,C0001,0.5596,0.5426,0.9137,0.6667,0.6869,0.9403,6,6,False
T00693,K01025,C0088,0.6518,0.5087,0.8728,0.75,0.5845,0.7536,7,7,False
T00694,K01448,C0034,0.6393,0.4822,0.5006,0.5,0.8531,0.9817,5,6,False
T00695,K00834,C0088,0.558,0.3583,0.4069,1.0,0.5845,0.938,3,8,False
T00696,K00786,C0001,0.5661,0.4901,0.6876,0.5,0.6209,0.8984,5,6,False
T00697,K00746,C0058,0.9603,0.6953,0.7203,1.0,0.8854,0.9595,7,8,False
T00698,K01489,C0047,0.2959,0.1558,0.4505,0.1667,0.5118,0.8526,3,2,True
T00699,K01457,C0036,0.5427,0.6773,0.8152,0.6667,0.5764,0.85,7,6,True
T00700,K01453,C0107,0.6357,0.5903,0.5829,0.875,0.513,0.9212,5,8,False
T00701,K00772,C0085,0.6128,0.6043,0.4919,1.0,0.7735,0.9223,5,8,False
T00702,K00762,C0082,0.701,0.4549,0.6514,0.8333,0.5063,0.8733,5,7,False
T00703,K00951,C0039,0.8479,0.736,0.8679,1.0,0.2504,0.7302,7,8,False
T00704,K01425,C0008,0.6904,0.4563,0.5318,1.0,0.5669,0.9617,6,9,False
T00705,K01264,C0067,0.5269,0.5727,0.5566,0.3333,0.5637,0.9204,6,5,True
T00706,K01146,C0038,0.2373,0.2788,0.7518,0.3333,0.1521,0.937,3,5,True
T00707,K00838,C0040,0.6871,0.201,0.3483,1.0,0.6094,0.9706,4,8,False
T00708,K00788,C0073,0.5062,0.3975,0.5714,0.875,0.4327,0.8304,5,9,False
T00709,K01348,C0114,0.6734,0.4611,0.5178,1.0,0.2468,0.9181,6,7,True
T00710,K01200,C0072,0.8734,0.7283,0.6718,1.0,0.4356,0.879,7,8,False
T00711,K01217,C0094,0.3403,0.5274,0.8431,1.0,0.3683,0.96,6,9,True
T00712,K01103,C0002,0.5639,0.4672,0.4265,1.0,0.6233,0.9837,4,8,True
T00713,K01268,C0103,0.4977,0.3375,0.4617,1.0,0.7432,0.9266,4,8,False
T00714,K00750,C0094,0.8908,0.5907,0.4756,1.0,0.3064,0.9443,5,8,False
T00715,K01252,C0025,0.3882,0.2553,0.4596,0.6667,0.3868,0.9157,3,6,True
T00716,K01175,C0103,0.761,0.6162,0.5369,1.0,0.7432,0.9287,6,8,False
T00717,K01211,C0007,0.455,0.5184,0.8058,1.0,0.5627,0.748,6,8,False
T00718,K00944,C0045,0.6916,0.5659,0.9216,1.0,0.7126,0.9727,5,9,False
T00719,K00830,C0116,0.6305,0.4893,0.1202,1.0,0.4451,0.9246,4,6,False
T00720,K01437,C0002,0.7396,0.6817,0.928,1.0,0.622,0.9649,6,8,True
T00721,K01449,C0108,0.5696,0.3042,0.354,0.75,0.3287,0.822,4,6,False
T00722,K01003,C0077,0.8938,0.6023,0.675,1.0,0.5911,0.9615,7,9,False
T00723,K01396,C0080,0.4203,0.3886,0.2086,1.0,0.6273,0.9473,3,6,False
T00724,K00817,C0116,0.868,0.6232,0.315,1.0,0.3323,0.8631,6,8,False
T00725,K00832,C0031,0.7263,0.5179,0.6662,0.75,0.3135,0.8633,6,7,False
T00726,K01079,C0099,0.5478,0.5256,0.8953,0.8333,0.2326,0.9915,5,7,True
T00727,K01332,C0009,1.0,0.7353,0.4715,1.0,0.761,0.837,7,8,False
T00728,K01494,C0083,0.3617,0.3393,0.4615,0.3333,0.3713,0.9793,3,5,False
T00729,K00930,C0103,0.4564,0.3422,0.6295,1.0,0.7432,0.964,5,8,False
T00730,K01096,C0094,0.6192,0.2686,0.3628,1.0,0.3683,0.9369,3,8,False
T00731,K00851,C0112,0.5319,0.4134,0.6183,1.0,0.39,0.9824,5,7,False
T00732,K00795,C0006,0.7216,0.5047,0.8147,0.75,0.6445,0.8108,7,8,False
T00733,K00711,C0101,0.38,0.2887,0.6121,0.5,0.719,0.9193,4,5,False
T00734,K00808,C0114,0.7419,0.5388,0.575,1.0,0.3236,0.9858,6,7,False
T00735,K01260,C0117,0.7001,0.5641,0.4866,1.0,0.4618,0.9778,6,8,False
T00736,K00866,C0084,0.4628,0.3051,0.5372,0.8333,0.3056,0.8639,4,7,False
T00737,K01440,C0088,0.8022,0.5139,0.7545,1.0,0.5919,0.8017,6,9,False
T00738,K00739,C0108,0.5529,0.3938,0.8107,0.75,0.3287,0.7194,5,8,False
T00739,K01418,C0005,0.6105,0.5928,0.7026,1.0,0.2871,0.9472,7,10,False
T00740,K01078,C0063,0.5402,0.396,0.6561,0.8333,0.5504,0.8339,6,7,False
T00741,K01303,C0092,0.7085,0.5689,0.5257,1.0,0.2595,0.682,5,9,False
T00742,K00970,C0012,0.657,0.4117,0.4175,1.0,0.6397,0.9723,6,7,False
T00743,K01354,C0074,0.7145,0.5349,0.6865,1.0,0.3019,0.9699,6,8,False
T00744,K01276,C0074,0.6355,0.5683,0.8618,1.0,0.3355,0.9324,6,8,False
T00745,K01403,C0034,0.5929,0.3864,0.3988,1.0,0.8531,0.8686,4,7,True
T00746,K01461,C0106,0.5379,0.3959,0.8415,1.0,0.813,0.9696,6,8,False
T00747,K01438,C0103,0.7477,0.605,0.8028,1.0,0.8055,0.9272,7,7,True
T00748,K01373,C0015,0.4587,0.264,0.6913,0.8333,0.581,0.9445,3,8,False
T00749,K01099,C0120,0.7212,0.5882,0.4146,1.0,0.2787,0.9568,5,7,False
T00750,K01178,C0019,0.6239,0.3848,0.7239,1.0,0.5798,0.8003,4,8,True
T00751,K01404,C0054,0.3625,0.2137,0.5748,0.875,0.5085,0.8462,4,8,False
T00752,K00884,C0072,0.5816,0.5821,0.7007,1.0,0.4228,0.8565,6,10,False
T00753,K01400,C0114,0.5836,0.4566,0.8312,1.0,0.3236,0.9391,4,9,False
T00754,K01476,C0094,0.7687,0.5994,0.2186,1.0,0.2578,0.7993,6,7,False
T00755,K00833,C0102,0.7835,0.5703,0.6351,1.0,0.7671,0.956,6,10,False
T00756,K01061,C0050,0.865,0.4966,0.4993,1.0,0.241,0.9119,6,9,False
T00757,K01181,C0085,0.7625,0.4546,0.3669,1.0,0.7735,0.9908,4,9,False
T00758,K01253,C0071,0.4169,0.2526,0.3736,0.75,0.2298,0.8326,4,6,False
T00759,K01070,C0017,0.743,0.4575,0.4297,1.0,0.3955,0.9325,5,7,False
T00760,K00671,C0058,1.0,0.7078,0.4293,1.0,0.8374,0.8416,7,9,False
T00761,K00703,C0066,0.3175,0.5141,0.5711,0.75,0.5472,0.8745,5,6,False
T00762,K01327,C0048,0.9162,0.5719,0.6517,1.0,0.4966,0.9832,6,8,False
T00763,K00924,C0050,0.5045,0.2574,0.4233,1.0,0.2738,0.7714,3,8,False
T00764,K00781,C0116,0.7033,0.7529,0.9817,1.0,0.4451,0.7888,8,10,False
T00765,K00702,C0081,0.7339,0.2845,0.2033,1.0,0.6119,0.9827,4,7,False
T00766,K00824,C0097,0.3547,0.5678,0.856,0.3333,0.6437,0.9484,5,6,False
T00767,K01207,C0022,0.5703,0.4655,0.6269,0.8333,0.6116,0.818,5,7,True
T00768,K01214,C0090,0.707,0.6123,0.7645,0.75,0.4987,0.8443,7,7,False
T00769,K00917,C0074,0.5734,0.2904,0.675,1.0,0.3019,0.9189,3,8,True
T00770,K01450,C0084,0.7549,0.3741,0.1908,1.0,0.3213,0.8065,4,8,False
T00771,K01428,C0101,0.729,0.61,0.594,1.0,0.719,0.7658,6,9,False
T00772,K00936,C0096,0.6916,0.4681,0.5635,1.0,0.3502,0.9474,4,8,False
T00773,K01057,C0009,0.6876,0.302,0.409,0.8333,0.6638,0.8012,4,7,False
T00774,K01239,C0084,0.2907,0.3666,0.8164,0.6667,0.3213,0.9666,5,7,False
T00775,K00655,C0006,0.9264,0.6023,0.6104,1.0,0.6363,0.9423,8,7,False
T00776,K00731,C0039,0.6625,0.3392,0.5123,1.0,0.2504,0.9466,4,8,False
T00777,K00749,C0041,0.51,0.5228,0.4848,1.0,0.8371,0.9172,4,8,False
T00778,K01312,C0114,0.6765,0.4375,0.6346,1.0,0.3236,0.9113,6,8,False
T00779,K01314,C0035,0.6937,0.3205,0.2776,1.0,0.7568,0.987,5,8,False
T00780,K01095,C0009,0.4281,0.3609,0.3745,0.5,0.761,0.7133,4,5,True
T00781,K00677,C0116,0.6524,0.4331,0.4445,1.0,0.3323,0.9216,5,8,False
T00782,K00879,C0106,1.0,0.6501,0.5723,1.0,0.813,0.9659,7,8,False
T00783,K01131,C0031,0.5331,0.4628,0.6054,0.8333,0.2498,0.8223,4,7,True
T00784,K00697,C0054,0.3523,0.362,0.649,0.75,0.5085,0.9791,5,7,False
T00785,K01379,C0090,0.519,0.3585,0.8057,0.75,0.4987,0.7367,5,8,False
T00786,K01197,C0030,0.6814,0.2507,0.244,1.0,0.6724,0.8671,4,6,False
T00787,K01420,C0077,0.5595,0.7047,0.9193,1.0,0.5528,0.7309,6,10,False
T00788,K01274,C0045,0.6441,0.6419,0.8859,0.75,0.635,0.8265,7,8,False
T00789,K00770,C0072,0.6123,0.3776,0.6383,1.0,0.4228,0.9213,5,8,False
T00790,K00767,C0015,0.5694,0.5785,0.7481,0.75,0.581,0.9515,5,7,False
T00791,K01386,C0097,0.5706,0.5692,0.5115,1.0,0.6437,0.9336,4,8,False
T00792,K00787,C0024,0.5018,0.5451,0.9561,0.625,0.7644,0.9474,6,7,False
T00793,K00839,C0032,0.9378,0.4092,0.4748,1.0,0.7354,0.8466,6,9,True
T00794,K00902,C0108,0.7158,0.7279,0.6135,1.0,0.3287,0.9611,8,8,False
T00795,K00676,C0058,0.522,0.5558,0.6518,0.75,0.8854,0.9649,6,6,False
T00796,K00760,C0068,0.6892,0.3336,0.4055,0.75,0.676,0.95,5,5,False
T00797,K00919,C0047,0.9017,0.5337,0.7096,1.0,0.5118,0.924,5,9,False
T00798,K00949,C0103,0.7728,0.5358,0.421,1.0,0.7432,0.8812,5,7,False
T00799,K00763,C0040,0.706,0.1318,0.153,1.0,0.6862,0.8937,3,8,False
T00800,K00796,C0104,0.5664,0.3905,0.6279,0.75,0.5871,0.9643,4,7,False
T00801,K01075,C0117,0.4617,0.3105,0.5598,0.5,0.1597,0.9542,5,5,False
T00802,K01165,C0113,0.6214,0.3968,0.6454,1.0,0.2064,0.9566,5,8,False
T00803,K01177,C0013,0.919,0.6904,0.6358,1.0,0.8026,0.8757,7,7,True
T00804,K01290,C0065,0.9114,0.6791,0.5019,1.0,0.3575,0.8228,8,8,True
T00805,K01369,C0025,0.8423,0.6965,0.5702,1.0,0.6046,0.7438,6,9,False
T00806,K01210,C0096,0.7872,0.5786,0.9386,1.0,0.3502,0.8839,6,7,False
T00807,K00736,C0039,0.3721,0.4571,0.7577,0.625,0.2504,0.9643,5,7,False
T00808,K01337,C0020,0.3185,0.4051,0.902,0.3333,0.2874,0.885,5,6,True
T00809,K01205,C0073,0.5272,0.2538,0.4815,0.75,0.4377,0.9001,4,6,True
T00810,K01394,C0004,0.4377,0.3691,0.3529,0.5,0.4518,0.9194,4,3,False
T00811,K01010,C0012,0.6317,0.5637,0.7303,0.875,0.6397,0.7324,6,8,False
T00812,K01134,C0114,0.8523,0.6703,0.9933,1.0,0.2468,0.9108,8,10,False
T00813,K00678,C0107,0.494,0.5149,0.7537,1.0,0.513,0.9206,5,8,False
T00814,K00933,C0093,0.6867,0.4521,0.2365,0.75,0.6502,0.9903,4,6,False
T00815,K00775,C0092,0.7878,0.7036,0.7147,0.75,0.2595,0.8437,7,7,False
T00816,K01081,C0097,0.6133,0.4276,0.5787,0.8333,0.6437,0.9531,7,8,False
T00817,K00897,C0025,0.6603,0.255,0.3392,1.0,0.6046,0.7707,5,8,False
T00818,K01128,C0001,0.9032,0.7323,0.736,1.0,0.7166,0.876,8,8,False
T00819,K01456,C0119,0.4282,0.4562,0.6439,1.0,0.4171,0.9465,4,8,True
T00820,K01267,C0099,0.5302,0.5399,0.7653,0.875,0.4377,0.9209,5,8,False
T00821,K01455,C0025,0.465,0.5293,0.7294,0.8333,0.3868,0.8693,5,8,False
T00822,K01123,C0108,0.8118,0.5308,0.8199,0.8333,0.3287,0.817,6,9,False
T00823,K01280,C0058,0.715,0.5362,0.6089,1.0,0.8854,0.8336,5,7,False
T00824,K01408,C0055,0.6149,0.4637,0.3529,1.0,0.1781,0.9873,4,7,False
T00825,K01412,C0114,0.7078,0.3986,0.2116,1.0,0.2468,0.8721,4,7,False
T00826,K00893,C0084,0.5149,0.5724,0.7567,0.75,0.3213,0.9133,5,8,False
T00827,K00673,C0082,0.6302,0.3166,0.2426,1.0,0.5063,0.8662,4,9,False
T00828,K01322,C0047,0.838,0.6578,0.6836,0.75,0.5552,0.7979,6,7,True
T00829,K01225,C0103,0.4171,0.288,0.4802,1.0,0.7432,0.9571,3,7,False
T00830,K00782,C0071,0.5366,0.4504,0.8251,0.75,0.4341,0.8163,5,8,False
T00831,K01482,C0085,0.2298,0.3339,0.6036,1.0,0.7735,0.9437,3,8,True
T00832,K00720,C0039,0.7435,0.4986,0.3714,1.0,0.2504,0.882,5,8,False
T00833,K00727,C0081,0.6941,0.3479,0.4511,1.0,0.6106,0.9699,5,9,False
T00834,K01187,C0089,0.6424,0.4751,0.8688,1.0,0.9804,0.8749,6,9,False
T00835,K01297,C0023,0.5569,0.3379,0.3904,0.5,0.0843,0.9089,5,5,False
T00836,K00821,C0114,0.6461,0.7457,0.4793,1.0,0.2468,0.8888,7,9,False
T00837,K00928,C0001,0.6678,0.4508,0.8086,0.75,0.6209,0.9117,5,9,False
T00838,K00904,C0108,0.6849,0.2854,0.5144,0.875,0.3466,0.8429,4,8,False
T00839,K01240,C0116,0.6029,0.512,0.7048,1.0,0.4339,0.8055,6,9,False
T00840,K01153,C0036,0.6233,0.3894,0.349,1.0,0.5764,0.7891,5,8,False
T00841,K00688,C0096,0.5987,0.3756,0.3886,1.0,0.3502,0.9475,5,8,False
T00842,K00836,C0108,0.7739,0.429,0.6356,1.0,0.3466,0.9548,6,7,False
T00843,K01416,C0064,0.3236,0.3431,0.4249,0.75,0.4449,0.921,3,7,False
T00844,K01084,C0033,0.539,0.5068,0.6909,1.0,0.2507,0.9631,5,9,False
T00845,K00859,C0094,0.5015,0.384,0.5655,1.0,0.3683,0.7828,6,9,False
T00846,K00943,C0017,0.3767,0.2184,0.5281,0.8333,0.3955,0.9669,4,7,False
T00847,K01112,C0047,0.422,0.4201,0.1798,0.5,0.5552,0.8938,3,6,True
T00848,K00809,C0101,0.5942,0.7084,0.8467,0.75,0.6266,0.9054,6,8,False
T00849,K00706,C0047,0.5075,0.5431,0.778,0.8333,0.5118,0.8973,5,8,True
T00850,K01231,C0025,0.5723,0.4423,0.0931,0.8333,0.5468,0.8457,4,5,False
T00851,K01325,C0030,0.6798,0.4823,0.6495,1.0,0.6724,0.8825,6,9,False
T00852,K01186,C0051,0.1057,0.3103,0.5047,0.3333,0.18,0.8448,2,4,False
T00853,K01145,C0068,0.3466,0.3363,0.4512,0.75,0.676,0.6343,3,5,False
T00854,K01313,C0095,0.5976,0.3518,0.1319,1.0,0.3696,0.9524,5,8,True
T00855,K01137,C0002,0.7717,0.3933,0.6175,1.0,0.622,0.9452,6,9,False
T00856,K00761,C0036,0.4558,0.302,0.5261,0.75,0.5764,0.8679,3,6,False
T00857,K01160,C0020,0.6254,0.5867,0.8863,0.8333,0.2874,0.8434,6,8,False
T00858,K01249,C0084,0.8021,0.4424,0.4061,1.0,0.4192,0.9282,5,7,True
T00859,K01269,C0108,0.5171,0.5122,0.3688,0.75,0.3466,0.8653,4,6,False
T00860,K00800,C0058,0.5807,0.3235,0.5988,0.625,0.8854,0.82,5,7,False
T00861,K00910,C0058,0.6944,0.4803,0.5941,0.8333,0.8854,0.8131,5,8,False
T00862,K00820,C0114,0.6704,0.4416,0.7221,1.0,0.3236,0.8901,6,9,False
T00863,K00852,C0047,0.6228,0.6778,0.8999,0.6667,0.5552,0.8727,7,6,False
T00864,K00841,C0090,0.4803,0.4021,0.631,0.6667,0.4987,0.926,4,5,False
T00865,K00915,C0002,0.6137,0.4541,0.6101,1.0,0.622,0.9056,7,9,True
T00866,K01288,C0006,0.9345,0.7188,0.7224,1.0,0.6445,0.8966,7,8,False
T00867,K00854,C0052,0.8543,0.6866,0.7048,1.0,0.4897,0.9507,6,9,False
T00868,K01016,C0088,0.847,0.6844,0.693,1.0,0.5919,0.914,7,8,False
T00869,K01281,C0094,0.5303,0.496,0.7526,1.0,0.3683,0.816,6,10,True
T00870,K01503,C0071,0.7054,0.6428,0.7171,0.8333,0.2298,0.955,6,7,False
T00871,K00983,C0038,0.7878,0.4999,0.266,1.0,0.1521,0.8623,6,8,False
T00872,K00779,C0047,0.8765,0.8403,0.8852,0.75,0.5118,0.8963,8,7,True
T00873,K00764,C0033,0.7242,0.4995,0.5577,1.0,0.2507,0.9557,6,9,False
T00874,K00997,C0116,0.822,0.7183,0.727,1.0,0.3323,0.9849,7,6,True
T00875,K01042,C0019,0.4403,0.4747,0.925,1.0,0.2438,0.9198,6,8,True
T00876,K01495,C0019,0.3964,0.2998,0.772,0.25,0.6336,0.9583,4,5,False
T00877,K01064,C0112,0.4164,0.3989,0.4259,0.5,0.34,0.8522,4,5,True
T00878,K01468,C0101,0.679,0.5765,0.548,0.875,0.719,0.9803,5,5,False
T00879,K00923,C0075,0.4654,0.1536,0.529,0.25,0.8681,0.8916,3,5,True
T00880,K01090,C0047,0.5237,0.3379,0.595,0.6667,0.5552,0.8517,5,6,True
T00881,K00855,C0067,0.8521,0.611,0.6513,1.0,0.5637,0.906,6,9,False
T00882,K00891,C0060,1.0,0.6734,0.617,1.0,0.6895,0.8167,7,7,False
T00883,K00816,C0001,0.5382,0.5509,0.6388,1.0,0.7166,0.9317,5,8,False
T00884,K00660,C0107,0.6634,0.4838,0.663,0.8333,0.513,0.9038,6,7,False
T00885,K01174,C0059,0.5951,0.5739,0.5646,1.0,0.6274,0.9816,5,8,False
T00886,K00693,C0002,0.6866,0.5768,0.8073,1.0,0.622,0.9638,6,8,False
T00887,K01065,C0094,0.5352,0.4558,0.6115,1.0,0.3683,0.887,4,8,True
T00888,K00708,C0028,0.0465,0.3111,0.8381,0.5,0.38,0.9296,3,5,True
T00889,K01350,C0060,0.5655,0.6077,0.6355,0.8333,0.5578,0.677,6,6,False
T00890,K01421,C0114,0.4937,0.6103,0.7993,1.0,0.1733,0.815,6,9,False
T00891,K01483,C0119,0.5635,0.3256,0.4602,1.0,0.4456,0.9779,3,9,False
T00892,K00874,C0108,0.4163,0.4509,0.7694,0.6667,0.3466,0.8843,5,6,False
T00893,K00654,C0049,0.6988,0.5915,0.439,1.0,0.642,0.9791,6,8,True
