client_id,coach_id,rank_shown,offer_date,visible_profile_appeal,chosen
K01207,C0022,1,2024-09-11,0.3629,True
K01207,C0032,2,2024-09-11,0.093,False
K01207,C0090,3,2024-09-11,0.6321,False
K01214,C0027,1,2024-09-12,0.1043,False
K01214,C0090,2,2024-09-12,0.6321,True
K01214,C0009,3,2024-09-12,0.5136,False
K00922,C0023,1,2024-09-12,0.3529,False
K00922,C0075,2,2024-09-12,0.4976,False
K00922,C0004,3,2024-09-12,0.0,False
K00917,C0074,1,2024-09-12,1.0,True
K00917,C0039,2,2024-09-12,1.0,False
K00917,C0094,3,2024-09-12,1.0,False
K01486,C0022,1,2024-09-12,0.3629,False
K01486,C0032,2,2024-09-12,0.093,False
K01486,C0018,3,2024-09-12,0.5977,False
K01450,C0040,1,2024-09-12,0.7159,False
K01450,C0058,2,2024-09-12,1.0,False
K01450,C0084,3,2024-09-12,0.9892,True
K01428,C0006,1,2024-09-12,0.6721,False
K01428,C0101,2,2024-09-12,0.5975,True
K01428,C0012,3,2024-09-12,0.6089,False
K01107,C0053,1,2024-09-13,0.5692,False
K01107,C0073,2,2024-09-13,1.0,False
K01107,C0009,3,2024-09-13,0.5136,False
K00936,C0096,1,2024-09-13,0.7439,True
K00936,C0033,2,2024-09-13,0.4177,False
K00936,C0056,3,2024-09-13,0.2414,False
K01057,C0027,1,2024-09-13,0.1043,False
K01057,C0090,2,2024-09-13,0.6321,False
K01057,C0009,3,2024-09-13,0.5136,True
K01239,C0031,1,2024-09-13,0.7895,False
K01239,C0114,2,2024-09-13,1.0,False
K01239,C0084,3,2024-09-13,0.9892,True
K00655,C0107,1,2024-09-14,0.9289,False
K00655,C0006,2,2024-09-14,0.6721,True
K00655,C0073,3,2024-09-14,1.0,False
K00731,C0052,1,2024-09-14,0.5079,False
K00731,C0039,2,2024-09-14,1.0,True
K00731,C0034,3,2024-09-14,0.6887,False
K00749,C0041,1,2024-09-14,0.3124,True
K00749,C0049,2,2024-09-14,0.8849,False
K00749,C0054,3,2024-09-14,0.1312,False
K01247,C0054,1,2024-09-14,0.1312,False
K01247,C0047,2,2024-09-14,1.0,False
K01247,C0109,3,2024-09-14,0.3287,False
K01312,C0007,1,2024-09-15,0.3312,False
K01312,C0114,2,2024-09-15,1.0,True
K01312,C0029,3,2024-09-15,0.1875,False
K00801,C0058,1,2024-09-15,1.0,False
K00801,C0060,2,2024-09-15,0.3561,False
K00801,C0040,3,2024-09-15,0.7159,False
K01314,C0035,1,2024-09-15,1.0,True
K01314,C0004,2,2024-09-15,0.0,False
K01314,C0106,3,2024-09-15,0.7671,False
K01179,C0004,1,2024-09-15,0.0,False
K01179,C0052,2,2024-09-15,0.5079,False
K01179,C0106,3,2024-09-15,0.7671,False
K01095,C0027,1,2024-09-16,0.1043,False
K01095,C0090,2,2024-09-16,0.6321,False
K01095,C0009,3,2024-09-16,0.5136,True
K00677,C0116,1,2024-09-16,1.0,True
K00677,C0021,2,2024-09-16,0.7714,False
K00677,C0032,3,2024-09-16,0.093,False
K00879,C0106,1,2024-09-16,0.7671,True
K00879,C0004,2,2024-09-16,0.0,False
K00879,C0052,3,2024-09-16,0.5079,False
K01131,C0031,1,2024-09-16,0.7895,True
K01131,C0114,2,2024-09-16,1.0,False
K01131,C0084,3,2024-09-16,0.9892,False
K01109,C0004,1,2024-09-17,0.0,False
K01109,C0068,2,2024-09-17,0.8036,False
K01109,C0060,3,2024-09-17,0.3561,False
K00697,C0054,1,2024-09-17,0.1312,True
K00697,C0047,2,2024-09-17,1.0,False
K00697,C0075,3,2024-09-17,0.4976,False
K01379,C0027,1,2024-09-18,0.1043,False
K01379,C0090,2,2024-09-18,0.6321,True
K01379,C0025,3,2024-09-18,1.0,False
K00952,C0032,1,2024-09-18,0.093,False
K00952,C0095,2,2024-09-18,0.7468,False
K00952,C0001,3,2024-09-18,0.6369,False
K01197,C0004,1,2024-09-19,0.0,False
K01197,C0052,2,2024-09-19,0.5079,False
K01197,C0030,3,2024-09-19,1.0,True
K01420,C0081,1,2024-09-19,0.6906,False
K01420,C0013,2,2024-09-19,0.6899,False
K01420,C0077,3,2024-09-19,1.0,True
K01320,C0033,1,2024-09-19,0.4177,False
K01320,C0078,2,2024-09-19,0.3912,False
K01320,C0107,3,2024-09-19,0.9289,False
K01274,C0112,1,2024-09-19,1.0,False
K01274,C0045,2,2024-09-19,0.8669,True
K01274,C0013,3,2024-09-19,0.6899,False
K00770,C0034,1,2024-09-19,0.6887,False
K00770,C0072,2,2024-09-19,1.0,True
K00770,C0091,3,2024-09-19,0.3306,False
K00767,C0004,1,2024-09-19,0.0,False
K00767,C0086,2,2024-09-19,0.4185,False
K00767,C0015,3,2024-09-19,1.0,True
K01386,C0024,1,2024-09-20,0.6241,False
K01386,C0097,2,2024-09-20,0.6906,True
K01386,C0020,3,2024-09-20,0.6867,False
K00787,C0001,1,2024-09-20,0.6369,False
K00787,C0032,2,2024-09-20,0.093,False
K00787,C0024,3,2024-09-20,0.6241,True
K00839,C0095,1,2024-09-20,0.7468,False
K00839,C0032,2,2024-09-20,0.093,True
K00839,C0001,3,2024-09-20,0.6369,False
K00902,C0055,1,2024-09-20,0.4164,False
K00902,C0108,2,2024-09-20,0.9628,True
K00902,C0007,3,2024-09-20,0.3312,False
K00676,C0060,1,2024-09-20,0.3561,False
K00676,C0058,2,2024-09-20,1.0,True
K00676,C0025,3,2024-09-20,1.0,False
K01479,C0004,1,2024-09-20,0.0,False
K01479,C0068,2,2024-09-20,0.8036,False
K01479,C0060,3,2024-09-20,0.3561,False
K00760,C0068,1,2024-09-21,0.8036,True
K00760,C0075,2,2024-09-21,0.4976,False
K00760,C0066,3,2024-09-21,1.0,False
K00919,C0071,1,2024-09-21,1.0,False
K00919,C0047,2,2024-09-21,1.0,True
K00919,C0054,3,2024-09-21,0.1312,False
K00949,C0007,1,2024-09-22,0.3312,False
K00949,C0103,2,2024-09-22,1.0,True
K00949,C0013,3,2024-09-22,0.6899,False
K01052,C0004,1,2024-09-22,0.0,False
K01052,C0028,2,2024-09-22,0.5745,False
K01052,C0095,3,2024-09-22,0.7468,False
K01316,C0054,1,2024-09-22,0.1312,False
K01316,C0087,2,2024-09-22,0.0267,False
K01316,C0109,3,2024-09-22,0.3287,False
K00763,C0040,1,2024-09-23,0.7159,True
K00763,C0058,2,2024-09-23,1.0,False
K00763,C0025,3,2024-09-23,1.0,False
K00796,C0095,1,2024-09-23,0.7468,False
K00796,C0104,2,2024-09-23,1.0,True
K00796,C0053,3,2024-09-23,0.5692,False
K01075,C0029,1,2024-09-23,0.1875,False
K01075,C0027,2,2024-09-23,0.1043,False
K01075,C0117,3,2024-09-23,0.9361,True
K01165,C0113,1,2024-09-23,1.0,True
K01165,C0064,2,2024-09-23,0.3645,False
K01165,C0021,3,2024-09-23,0.7714,False
K01177,C0013,1,2024-09-23,0.6899,True
K01177,C0002,2,2024-09-23,0.7139,False
K01177,C0081,3,2024-09-23,0.6906,False
K01290,C0043,1,2024-09-23,0.3035,False
K01290,C0091,2,2024-09-23,0.3306,False
K01290,C0065,3,2024-09-23,1.0,True
K01369,C0027,1,2024-09-24,0.1043,False
K01369,C0090,2,2024-09-24,0.6321,False
K01369,C0025,3,2024-09-24,1.0,True
K01227,C0047,1,2024-09-24,1.0,False
K01227,C0054,2,2024-09-24,0.1312,False
K01227,C0036,3,2024-09-24,1.0,False
K01210,C0078,1,2024-09-24,0.3912,False
K01210,C0033,2,2024-09-24,0.4177,False
K01210,C0096,3,2024-09-24,0.7439,True
K01088,C0004,1,2024-09-24,0.0,False
K01088,C0068,2,2024-09-24,0.8036,False
K01088,C0060,3,2024-09-24,0.3561,False
K00736,C0020,1,2024-09-25,0.6867,False
K00736,C0052,2,2024-09-25,0.5079,False
K00736,C0039,3,2024-09-25,1.0,True
K01337,C0020,1,2024-09-25,0.6867,True
K01337,C0052,2,2024-09-25,0.5079,False
K01337,C0101,3,2024-09-25,0.5975,False
K01430,C0095,1,2024-09-25,0.7468,False
K01430,C0001,2,2024-09-25,0.6369,False
K01430,C0032,3,2024-09-25,0.093,False
K01077,C0119,1,2024-09-25,0.664,False
K01077,C0114,2,2024-09-25,1.0,False
K01077,C0025,3,2024-09-25,1.0,False
K01205,C0107,1,2024-09-26,0.9289,False
K01205,C0073,2,2024-09-26,1.0,True
K01205,C0101,3,2024-09-26,0.5975,False
K01394,C0004,1,2024-09-26,0.0,True
K01394,C0052,2,2024-09-26,0.5079,False
K01394,C0001,3,2024-09-26,0.6369,False
K01010,C0012,1,2024-09-27,0.6089,True
K01010,C0006,2,2024-09-27,0.6721,False
K01010,C0101,3,2024-09-27,0.5975,False
K01134,C0114,1,2024-09-27,1.0,True
K01134,C0007,2,2024-09-27,0.3312,False
K01134,C0078,3,2024-09-27,0.3912,False
K00678,C0107,1,2024-09-27,0.9289,True
K00678,C0073,2,2024-09-27,1.0,False
K00678,C0101,3,2024-09-27,0.5975,False
K00933,C0093,1,2024-10-01,0.6848,True
K00933,C0021,2,2024-10-01,0.7714,False
K00933,C0095,3,2024-10-01,0.7468,False
K00775,C0055,1,2024-10-01,0.4164,False
K00775,C0007,2,2024-10-01,0.3312,False
K00775,C0092,3,2024-10-01,1.0,True
K01081,C0101,1,2024-10-02,0.5975,False
K01081,C0020,2,2024-10-02,0.6867,False
K01081,C0097,3,2024-10-02,0.6906,True
K00897,C0119,1,2024-10-02,0.664,False
K00897,C0025,2,2024-10-02,1.0,True
K00897,C0114,3,2024-10-02,1.0,False
K01128,C0101,1,2024-10-03,0.5975,False
K01128,C0001,2,2024-10-03,0.6369,True
K01128,C0071,3,2024-10-03,1.0,False
K00912,C0095,1,2024-10-04,0.7468,False
K00912,C0055,2,2024-10-04,0.4164,False
K00912,C0032,3,2024-10-04,0.093,False
K01456,C0091,1,2024-10-04,0.3306,False
K01456,C0043,2,2024-10-04,0.3035,False
K01456,C0119,3,2024-10-04,0.664,True
K01267,C0086,1,2024-10-04,0.4185,False
K01267,C0110,2,2024-10-04,0.403,False
K01267,C0099,3,2024-10-04,0.8608,True
K01399,C0026,1,2024-10-05,0.5904,False
K01399,C0033,2,2024-10-05,0.4177,False
K01399,C0007,3,2024-10-05,0.3312,False
K01485,C0036,1,2024-10-05,1.0,False
K01485,C0020,2,2024-10-05,0.6867,False
K01485,C0052,3,2024-10-05,0.5079,False
K01254,C0052,1,2024-10-05,0.5079,False
K01254,C0060,2,2024-10-05,0.3561,False
K01254,C0050,3,2024-10-05,1.0,False
K01455,C0060,1,2024-10-05,0.3561,False
K01455,C0058,2,2024-10-05,1.0,False
K01455,C0025,3,2024-10-05,1.0,True
K00857,C0110,1,2024-10-05,0.403,False
K00857,C0010,2,2024-10-05,0.7233,False
K00857,C0108,3,2024-10-05,0.9628,False
K01123,C0055,1,2024-10-05,0.4164,False
K01123,C0007,2,2024-10-05,0.3312,False
K01123,C0108,3,2024-10-05,0.9628,True
K01280,C0060,1,2024-10-06,0.3561,False
K01280,C0058,2,2024-10-06,1.0,True
K01280,C0040,3,2024-10-06,0.7159,False
K01473,C0089,1,2024-10-07,0.8805,False
K01473,C0060,2,2024-10-07,0.3561,False
K01473,C0052,3,2024-10-07,0.5079,False
K01408,C0027,1,2024-10-07,0.1043,False
K01408,C0055,2,2024-10-07,0.4164,True
K01408,C0079,3,2024-10-07,0.328,False
K01412,C0007,1,2024-10-07,0.3312,False
K01412,C0114,2,2024-10-07,1.0,True
K01412,C0027,3,2024-10-07,0.1043,False
K00747,C0110,1,2024-10-07,0.403,False
K00747,C0048,2,2024-10-07,0.4161,False
K00747,C0091,3,2024-10-07,0.3306,False
K00893,C0031,1,2024-10-07,0.7895,False
K00893,C0114,2,2024-10-07,1.0,False
K00893,C0084,3,2024-10-07,0.9892,True
K00673,C0101,1,2024-10-08,0.5975,False
K00673,C0006,2,2024-10-08,0.6721,False
K00673,C0082,3,2024-10-08,0.8074,True
K01322,C0047,1,2024-10-08,1.0,True
K01322,C0054,2,2024-10-08,0.1312,False
K01322,C0087,3,2024-10-08,0.0267,False
K01225,C0007,1,2024-10-09,0.3312,False
K01225,C0103,2,2024-10-09,1.0,True
K01225,C0095,3,2024-10-09,0.7468,False
K00782,C0071,1,2024-10-09,1.0,True
K00782,C0088,2,2024-10-09,1.0,False
K00782,C0101,3,2024-10-09,0.5975,False
K01482,C0078,1,2024-10-09,0.3912,False
K01482,C0033,2,2024-10-09,0.4177,False
K01482,C0085,3,2024-10-09,1.0,True
K00720,C0074,1,2024-10-10,1.0,False
K00720,C0094,2,2024-10-10,1.0,False
K00720,C0039,3,2024-10-10,1.0,True
K00727,C0081,1,2024-10-10,0.6906,True
K00727,C0002,2,2024-10-10,0.7139,False
K00727,C0013,3,2024-10-10,0.6899,False
K01187,C0052,1,2024-10-10,0.5079,False
K01187,C0089,2,2024-10-10,0.8805,True
K01187,C0030,3,2024-10-10,1.0,False
K00722,C0079,1,2024-10-11,0.328,False
K00722,C0111,2,2024-10-11,0.7518,False
K00722,C0052,3,2024-10-11,0.5079,False
K00996,C0110,1,2024-10-11,0.403,False
K00996,C0010,2,2024-10-11,0.7233,False
K00996,C0108,3,2024-10-11,0.9628,False
K01014,C0031,1,2024-10-12,0.7895,False
K01014,C0114,2,2024-10-12,1.0,False
K01014,C0007,3,2024-10-12,0.3312,False
K01297,C0023,1,2024-10-12,0.3529,True
K01297,C0075,2,2024-10-12,0.4976,False
K01297,C0095,3,2024-10-12,0.7468,False
K01317,C0007,1,2024-10-12,0.3312,False
K01317,C0056,2,2024-10-12,0.2414,False
K01317,C0033,3,2024-10-12,0.4177,False
K01329,C0107,1,2024-10-12,0.9289,False
K01329,C0073,2,2024-10-12,1.0,False
K01329,C0101,3,2024-10-12,0.5975,False
K00961,C0087,1,2024-10-14,0.0267,False
K00961,C0017,2,2024-10-14,0.9423,False
K00961,C0086,3,2024-10-14,0.4185,False
K01410,C0095,1,2024-10-14,0.7468,False
K01410,C0032,2,2024-10-14,0.093,False
K01410,C0050,3,2024-10-14,1.0,False
K00716,C0028,1,2024-10-14,0.5745,False
K00716,C0095,2,2024-10-14,0.7468,False
K00716,C0110,3,2024-10-14,0.403,False
K00821,C0007,1,2024-10-15,0.3312,False
K00821,C0114,2,2024-10-15,1.0,True
K00821,C0029,3,2024-10-15,0.1875,False
K00928,C0095,1,2024-10-15,0.7468,False
K00928,C0032,2,2024-10-15,0.093,False
K00928,C0001,3,2024-10-15,0.6369,True
K01244,C0095,1,2024-10-15,0.7468,False
K01244,C0007,2,2024-10-15,0.3312,False
K01244,C0110,3,2024-10-15,0.403,False
K01191,C0060,1,2024-10-16,0.3561,False
K01191,C0109,2,2024-10-16,0.3287,False
K01191,C0087,3,2024-10-16,0.0267,False
K00904,C0055,1,2024-10-17,0.4164,False
K00904,C0007,2,2024-10-17,0.3312,False
K00904,C0108,3,2024-10-17,0.9628,True
K01240,C0116,1,2024-10-17,1.0,True
K01240,C0087,2,2024-10-17,0.0267,False
K01240,C0053,3,2024-10-17,0.5692,False
K01251,C0054,1,2024-10-17,0.1312,False
K01251,C0087,2,2024-10-17,0.0267,False
K01251,C0017,3,2024-10-17,0.9423,False
K01153,C0054,1,2024-10-17,0.1312,False
K01153,C0101,2,2024-10-17,0.5975,False
K01153,C0036,3,2024-10-17,1.0,True
K01356,C0110,1,2024-10-18,0.403,False
K01356,C0087,2,2024-10-18,0.0267,False
K01356,C0007,3,2024-10-18,0.3312,False
K00688,C0059,1,2024-10-18,0.6396,False
K00688,C0096,2,2024-10-18,0.7439,True
K00688,C0056,3,2024-10-18,0.2414,False
K00836,C0108,1,2024-10-18,0.9628,True
K00836,C0051,2,2024-10-18,0.6858,False
K00836,C0067,3,2024-10-18,1.0,False
K01416,C0064,1,2024-10-18,0.3645,True
K01416,C0021,2,2024-10-18,0.7714,False
K01416,C0052,3,2024-10-18,0.5079,False
K01084,C0078,1,2024-10-19,0.3912,False
K01084,C0033,2,2024-10-19,0.4177,True
K01084,C0002,3,2024-10-19,0.7139,False
K01500,C0007,1,2024-10-19,0.3312,False
K01500,C0059,2,2024-10-19,0.6396,False
K01500,C0027,3,2024-10-19,0.1043,False
K00859,C0074,1,2024-10-19,1.0,False
K00859,C0094,2,2024-10-19,1.0,True
K00859,C0039,3,2024-10-19,1.0,False
K00972,C0101,1,2024-10-19,0.5975,False
K00972,C0006,2,2024-10-19,0.6721,False
K00972,C0088,3,2024-10-19,1.0,False
K00980,C0023,1,2024-10-19,0.3529,False
K00980,C0054,2,2024-10-19,0.1312,False
K00980,C0086,3,2024-10-19,0.4185,False
K00943,C0087,1,2024-10-19,0.0267,False
K00943,C0017,2,2024-10-19,0.9423,True
K00943,C0119,3,2024-10-19,0.664,False
K01112,C0054,1,2024-10-20,0.1312,False
K01112,C0047,2,2024-10-20,1.0,True
K01112,C0087,3,2024-10-20,0.0267,False
K01015,C0075,1,2024-10-20,0.4976,False
K01015,C0023,2,2024-10-20,0.3529,False
K01015,C0109,3,2024-10-20,0.3287,False
K00809,C0101,1,2024-10-20,0.5975,True
K00809,C0107,2,2024-10-20,0.9289,False
K00809,C0006,3,2024-10-20,0.6721,False
K00706,C0054,1,2024-10-21,0.1312,False
K00706,C0047,2,2024-10-21,1.0,True
K00706,C0075,3,2024-10-21,0.4976,False
K01231,C0119,1,2024-10-21,0.664,False
K01231,C0025,2,2024-10-21,1.0,True
K01231,C0114,3,2024-10-21,1.0,False
K01325,C0060,1,2024-10-21,0.3561,False
K01325,C0004,2,2024-10-21,0.0,False
K01325,C0030,3,2024-10-21,1.0,True
K00668,C0016,1,2024-10-21,0.6837,False
K00668,C0110,2,2024-10-21,0.403,False
K00668,C0043,3,2024-10-21,0.3035,False
K01194,C0060,1,2024-10-22,0.3561,False
K01194,C0075,2,2024-10-22,0.4976,False
K01194,C0109,3,2024-10-22,0.3287,False
K01186,C0067,1,2024-10-22,1.0,False
K01186,C0051,2,2024-10-22,0.6858,True
K01186,C0119,3,2024-10-22,0.664,False
K01145,C0060,1,2024-10-23,0.3561,False
K01145,C0004,2,2024-10-23,0.0,False
K01145,C0068,3,2024-10-23,0.8036,True
K00958,C0031,1,2024-10-23,0.7895,False
K00958,C0114,2,2024-10-23,1.0,False
K00958,C0078,3,2024-10-23,0.3912,False
K00705,C0087,1,2024-10-24,0.0267,False
K00705,C0119,2,2024-10-24,0.664,False
K00705,C0066,3,2024-10-24,1.0,False
K00956,C0027,1,2024-10-24,0.1043,False
K00956,C0119,2,2024-10-24,0.664,False
K00956,C0055,3,2024-10-24,0.4164,False
K01085,C0119,1,2024-10-24,0.664,False
K01085,C0114,2,2024-10-24,1.0,False
K01085,C0025,3,2024-10-24,1.0,False
K01089,C0060,1,2024-10-24,0.3561,False
K01089,C0004,2,2024-10-24,0.0,False
K01089,C0068,3,2024-10-24,0.8036,False
K01313,C0001,1,2024-10-25,0.6369,False
K01313,C0095,2,2024-10-25,0.7468,True
K01313,C0070,3,2024-10-25,0.8852,False
K01137,C0002,1,2024-10-26,0.7139,True
K01137,C0078,2,2024-10-26,0.3912,False
K01137,C0059,3,2024-10-26,0.6396,False
K00761,C0020,1,2024-10-26,0.6867,False
K00761,C0036,2,2024-10-26,1.0,True
K00761,C0054,3,2024-10-26,0.1312,False
K00911,C0060,1,2024-10-26,0.3561,False
K00911,C0053,2,2024-10-26,0.5692,False
K00911,C0111,3,2024-10-26,0.7518,False
K01160,C0054,1,2024-10-26,0.1312,False
K01160,C0006,2,2024-10-26,0.6721,False
K01160,C0020,3,2024-10-26,0.6867,True
K01235,C0022,1,2024-10-26,0.3629,False
K01235,C0052,2,2024-10-26,0.5079,False
K01235,C0060,3,2024-10-26,0.3561,False
K01249,C0031,1,2024-10-26,0.7895,False
K01249,C0114,2,2024-10-26,1.0,False
K01249,C0084,3,2024-10-26,0.9892,True
K01269,C0007,1,2024-10-27,0.3312,False
K01269,C0055,2,2024-10-27,0.4164,False
K01269,C0108,3,2024-10-27,0.9628,True
K00800,C0060,1,2024-10-27,0.3561,False
K00800,C0040,2,2024-10-27,0.7159,False
K00800,C0058,3,2024-10-27,1.0,True
K00848,C0075,1,2024-10-27,0.4976,False
K00848,C0086,2,2024-10-27,0.4185,False
K00848,C0109,3,2024-10-27,0.3287,False
K00910,C0060,1,2024-10-27,0.3561,False
K00910,C0058,2,2024-10-27,1.0,True
K00910,C0040,3,2024-10-27,0.7159,False
K01305,C0060,1,2024-11-01,0.3561,False
K01305,C0109,2,2024-11-01,0.3287,False
K01305,C0110,3,2024-11-01,0.403,False
K00820,C0007,1,2024-11-01,0.3312,False
K00820,C0114,2,2024-11-01,1.0,True
K00820,C0027,3,2024-11-01,0.1043,False
K00852,C0054,1,2024-11-01,0.1312,False
K00852,C0047,2,2024-11-01,1.0,True
K00852,C0109,3,2024-11-01,0.3287,False
K00841,C0027,1,2024-11-04,0.1043,False
K00841,C0090,2,2024-11-04,0.6321,True
K00841,C0009,3,2024-11-04,0.5136,False
K00915,C0007,1,2024-11-04,0.3312,False
K00915,C0002,2,2024-11-04,0.7139,True
K00915,C0078,3,2024-11-04,0.3912,False
K01288,C0006,1,2024-11-05,0.6721,True
K01288,C0054,2,2024-11-05,0.1312,False
K01288,C0001,3,2024-11-05,0.6369,False
K00854,C0052,1,2024-11-05,0.5079,True
K00854,C0019,2,2024-11-05,1.0,False
K00854,C0022,3,2024-11-05,0.3629,False
K01226,C0031,1,2024-11-06,0.7895,False
K01226,C0114,2,2024-11-06,1.0,False
K01226,C0056,3,2024-11-06,0.2414,False
K01363,C0053,1,2024-11-06,0.5692,False
K01363,C0027,2,2024-11-06,0.1043,False
K01363,C0060,3,2024-11-06,0.3561,False
K01323,C0056,1,2024-11-06,0.2414,False
K01323,C0059,2,2024-11-06,0.6396,False
K01323,C0078,3,2024-11-06,0.3912,False
K01016,C0088,1,2024-11-07,1.0,True
K01016,C0020,2,2024-11-07,0.6867,False
K01016,C0036,3,2024-11-07,1.0,False
K01281,C0094,1,2024-11-07,1.0,True
K01281,C0074,2,2024-11-07,1.0,False
K01281,C0039,3,2024-11-07,1.0,False
K01503,C0054,1,2024-11-08,0.1312,False
K01503,C0071,2,2024-11-08,1.0,True
K01503,C0024,3,2024-11-08,0.6241,False
K00983,C0007,1,2024-11-08,0.3312,False
K00983,C0038,2,2024-11-08,0.7717,True
K00983,C0092,3,2024-11-08,1.0,False
K00779,C0054,1,2024-11-09,0.1312,False
K00779,C0047,2,2024-11-09,1.0,True
K00779,C0086,3,2024-11-09,0.4185,False
K00764,C0078,1,2024-11-11,0.3912,False
K00764,C0007,2,2024-11-11,0.3312,False
K00764,C0033,3,2024-11-11,0.4177,True
K01364,C0043,1,2024-11-12,0.3035,False
K01364,C0091,2,2024-11-12,0.3306,False
K01364,C0087,3,2024-11-12,0.0267,False
K00898,C0028,1,2024-11-13,0.5745,False
K00898,C0070,2,2024-11-13,0.8852,False
K00898,C0110,3,2024-11-13,0.403,False
K00730,C0054,1,2024-11-14,0.1312,False
K00730,C0012,2,2024-11-14,0.6089,False
K00730,C0101,3,2024-11-14,0.5975,False
K00997,C0116,1,2024-11-14,1.0,True
K00997,C0080,2,2024-11-14,1.0,False
K00997,C0043,3,2024-11-14,0.3035,False
K01042,C0019,1,2024-11-14,1.0,True
K01042,C0031,2,2024-11-14,0.7895,False
K01042,C0005,3,2024-11-14,0.901,False
K01495,C0022,1,2024-11-15,0.3629,False
K01495,C0019,2,2024-11-15,1.0,True
K01495,C0052,3,2024-11-15,0.5079,False
K01064,C0079,1,2024-11-15,0.328,False
K01064,C0112,2,2024-11-15,1.0,True
K01064,C0111,3,2024-11-15,0.7518,False
K01468,C0063,1,2024-11-15,1.0,False
K01468,C0101,2,2024-11-15,0.5975,True
K01468,C0073,3,2024-11-15,1.0,False
K00923,C0005,1,2024-11-16,0.901,False
K00923,C0075,2,2024-11-16,0.4976,True
K00923,C0070,3,2024-11-16,0.8852,False
K00903,C0027,1,2024-11-16,0.1043,False
K00903,C0009,2,2024-11-16,0.5136,False
K00903,C0090,3,2024-11-16,0.6321,False
K01090,C0054,1,2024-11-17,0.1312,False
K01090,C0047,2,2024-11-17,1.0,True
K01090,C0109,3,2024-11-17,0.3287,False
K00855,C0067,1,2024-11-17,1.0,True
K00855,C0029,2,2024-11-17,0.1875,False
K00855,C0027,3,2024-11-17,0.1043,False
K00891,C0004,1,2024-11-19,0.0,False
K00891,C0060,2,2024-11-19,0.3561,True
K00891,C0068,3,2024-11-19,0.8036,False
K00816,C0001,1,2024-11-19,0.6369,True
K00816,C0006,2,2024-11-19,0.6721,False
K00816,C0088,3,2024-11-19,1.0,False
K00660,C0073,1,2024-11-19,1.0,False
K00660,C0107,2,2024-11-19,0.9289,True
K00660,C0063,3,2024-11-19,1.0,False
K00687,C0024,1,2024-11-20,0.6241,False
K00687,C0054,2,2024-11-20,0.1312,False
K00687,C0097,3,2024-11-20,0.6906,False
K00942,C0093,1,2024-11-20,0.6848,False
K00942,C0027,2,2024-11-20,0.1043,False
K00942,C0011,3,2024-11-20,0.5793,False
K01174,C0056,1,2024-11-21,0.2414,False
K01174,C0059,2,2024-11-21,0.6396,True
K01174,C0096,3,2024-11-21,0.7439,False
K00693,C0031,1,2024-11-21,0.7895,False
K00693,C0002,2,2024-11-21,0.7139,True
K00693,C0081,3,2024-11-21,0.6906,False
K01491,C0043,1,2024-11-21,0.3035,False
K01491,C0087,2,2024-11-21,0.0267,False
K01491,C0034,3,2024-11-21,0.6887,False
K01065,C0074,1,2024-11-21,1.0,False
K01065,C0094,2,2024-11-21,1.0,True
K01065,C0039,3,2024-11-21,1.0,False
K01464,C0001,1,2024-11-22,0.6369,False
K01464,C0032,2,2024-11-22,0.093,False
K01464,C0054,3,2024-11-22,0.1312,False
K01149,C0007,1,2024-11-22,0.3312,False
K01149,C0048,2,2024-11-22,0.4161,False
K01149,C0110,3,2024-11-22,0.403,False
K00708,C0001,1,2024-11-23,0.6369,False
K00708,C0028,2,2024-11-23,0.5745,True
K00708,C0110,3,2024-11-23,0.403,False
K01029,C0004,1,2024-11-23,0.0,False
K01029,C0060,2,2024-11-23,0.3561,False
K01029,C0068,3,2024-11-23,0.8036,False
K01350,C0004,1,2024-11-23,0.0,False
K01350,C0068,2,2024-11-23,0.8036,False
K01350,C0060,3,2024-11-23,0.3561,True
K01421,C0031,1,2024-11-23,0.7895,False
K01421,C0084,2,2024-11-23,0.9892,False
K01421,C0114,3,2024-11-23,1.0,True
K01483,C0119,1,2024-11-24,0.664,True
K01483,C0042,2,2024-11-24,0.387,False
K01483,C0110,3,2024-11-24,0.403,False
K00874,C0108,1,2024-11-24,0.9628,True
K00874,C0117,2,2024-11-24,0.9361,False
K00874,C0027,3,2024-11-24,0.1043,False
K00654,C0049,1,2024-11-24,0.8849,True
K00654,C0078,2,2024-11-24,0.3912,False
K00654,C0007,3,2024-11-24,0.3312,False
K01378,C0098,1,2024-11-25,0.7302,False
K01378,C0119,2,2024-11-25,0.664,False
K01378,C0025,3,2024-11-25,1.0,True
K00759,C0006,1,2024-11-25,0.6721,False
K00759,C0088,2,2024-11-25,1.0,True
K00759,C0071,3,2024-11-25,1.0,False
K01271,C0027,1,2024-11-25,0.1043,False
K01271,C0009,2,2024-11-25,0.5136,False
K01271,C0090,3,2024-11-25,0.6321,False
K01196,C0022,1,2024-11-25,0.3629,False
K01196,C0072,2,2024-11-25,1.0,True
K01196,C0098,3,2024-11-25,0.7302,False
K00769,C0045,1,2024-11-25,0.8669,True
K00769,C0078,2,2024-11-25,0.3912,False
K00769,C0074,3,2024-11-25,1.0,False
K00927,C0009,1,2024-11-25,0.5136,False
K00927,C0027,2,2024-11-25,0.1043,False
K00927,C0090,3,2024-11-25,0.6321,False
K00822,C0091,1,2024-11-26,0.3306,False
